  unseq  	  starname  	  HD 	 HIP 	 Mv 	 BV 	 Sptype 	 comments 	 ra 	 dec 	 pmra 	 pmdec 	 pmq 	 airmass 	 exptime 	 skyq 	 usn 	 usignal1sec  	  bsn 	 bsignal1sec 	  vsn 	 vsignal1sec 	  rsn 	 rsignal1sec 	 isn 	 isignal1sec 	 pmtotal 	 bvcor 	 bjd 	 program 	 obsmode 	 observer 	 date 	 filename 	 vrad 
296142	HIP   1133	HD 976	HIP 1133	6.99	0.5199999999999996	F7IV	PM*	00:14:09.00	 26:15:31.72	56.892	-24.783	A	1.001	753.0	0.43387	   37.8	     1.90	   82.8	     9.11	  125.2	    20.82	  136.5	    24.73	  113.9	    17.23	1505895.0	  22.311387	2455419.685233	28	HRF_OBJ	Bart Vandenbussche	2010-08-11T04:22:24.260000	/STER/mercator/hermes/20100810/reduced/00296142_HRF_OBJ_ext_CosmicsRemoved_log_merged_c.fits	-13.54
296143	NSV    99	HD 1013	HIP 1168	4.8	1.58	M2+III	PM*	00:14:36.20	 20:12:24.08	90.76	1.24	A	1.016	22.0	0.33886	    4.0	     0.71	   21.9	    21.73	   51.9	   122.22	   73.6	   246.41	   80.2	   292.14	211557.0	  22.331846	2455419.691965	28	HRF_OBJ	Bart Vandenbussche	2010-08-11T04:31:38.731000	/STER/mercator/hermes/20100810/reduced/00296143_HRF_OBJ_ext_CosmicsRemoved_log_merged_c.fits	-46.6
296144	NSV    99	HD 1013	HIP 1168	4.8	1.58	M2+III	PM*	00:14:36.20	 20:12:24.08	90.76	1.24	A	1.017	60.0	0.53660	    7.5	     0.94	   45.1	    33.85	  107.8	   193.54	  152.8	   389.12	  166.1	   459.70	903753.0	  22.325883	2455419.694185	28	HRF_OBJ	Bart Vandenbussche	2010-08-11T04:34:50.512000	/STER/mercator/hermes/20100810/reduced/00296144_HRF_OBJ_ext_CosmicsRemoved_log_merged_c.fits	-46.6
296254	NAME MIRACH	HD 6860	HIP 5447	2.05	1.5700000000000003	M0+IIIa	PM*	01:09:43.90	 35:37:14.02	175.9	-112.2	A	1.146	3.0	0.45567	    5.4	     9.81	   29.1	   283.14	   78.8	  2069.05	  113.1	  4261.00	  119.2	  4733.64	256663.0	  25.123097	2455420.616655	28	HRF_OBJ	Bart Vandenbussche	2010-08-12T02:45:33.955000	/STER/mercator/hermes/20100811/reduced/00296254_HRF_OBJ_ext_CosmicsRemoved_log_merged_c.fits	0.06
296255	NSV   658	HD 11636	HIP 8903	2.65	0.1299999999999999	kA4hA5mA5Va	SB*	01:54:38.40	 20:48:28.91	98.74	-110.41	A	1.310	13.0	0.33485	   46.5	   166.68	   88.5	   602.55	  106.6	   874.92	  104.6	   841.85	   79.0	   479.99	1448673.0	  28.238805	2455420.619825	28	HRF_OBJ	Bart Vandenbussche	2010-08-12T02:50:23.013000	/STER/mercator/hermes/20100811/reduced/00296255_HRF_OBJ_ext_CosmicsRemoved_log_merged_c.fits	-3.1
296256	NSV 15142	HD 3627	HIP 3092	3.28	1.2799999999999998	K3III-IIIbCN0.5	SB*	00:39:19.70	 30:51:39.71	114.45	-84.02	A	1.068	20.0	0.58434	   13.1	     8.52	   61.2	   187.53	  130.7	   854.65	  168.1	  1412.66	  153.3	  1175.58	1443259.0	  23.797093	2455420.624492	28	HRF_OBJ	Bart Vandenbussche	2010-08-12T02:55:45.900000	/STER/mercator/hermes/20100811/reduced/00296256_HRF_OBJ_ext_CosmicsRemoved_log_merged_c.fits	-9.88
296257	* eps Cas	HD 11415	HIP 8886	3.37	-0.1499999999999999	B3Vp_sh	Be*	01:54:23.70	 63:40:12.40	32.982	-19.232	A	1.385	25.0	0.10350	   30.9	    38.28	   54.3	   118.11	   59.0	   139.33	   55.4	   122.93	   39.6	    62.85	479459.0	  19.882004	2455420.624291	28	HRF_OBJ	Bart Vandenbussche	2010-08-12T02:59:32.353000	/STER/mercator/hermes/20100811/reduced/00296257_HRF_OBJ_ext_CosmicsRemoved_log_merged_c.fits	-8.3
296258	V* alf Tri	HD 11443	HIP 8796	3.42	0.48	F5III	SB*	01:53:04.90	 29:34:43.79	10.82	-234.24	A	1.220	27.0	0.30582	   31.6	    37.02	   68.2	   172.30	  103.0	   393.17	  111.3	   459.10	   92.6	   317.31	1088505.0	  27.656619	2455420.628407	28	HRF_OBJ	Bart Vandenbussche	2010-08-12T03:03:12.255000	/STER/mercator/hermes/20100811/reduced/00296258_HRF_OBJ_ext_CosmicsRemoved_log_merged_c.fits	-12.6
296259	V* eta Cas	HD 4614A	HIP 3821	3.44	0.5799999999999996	F9V+M0-V	PM*	00:49:06.30	 57:48:54.68	1086.59	-559.43	A	1.197	25.0	0.06800	   13.1	     6.83	   29.6	    35.14	   46.3	    85.83	   50.5	   101.99	   42.6	    72.65	209411.0	  19.852328	2455420.630395	28	HRF_OBJ	Bart Vandenbussche	2010-08-12T03:06:53.297000	/STER/mercator/hermes/20100811/reduced/00296259_HRF_OBJ_ext_CosmicsRemoved_log_merged_c.fits	8.44
296260	LTT   645	HD 6805	HIP 5364	3.45	1.1600000000000001	K2-IIIb	HB*	01:08:35.40	-10:10:56.21	215.61	-139.02	A	1.454	23.0	0.21067	    8.9	     3.48	   33.4	    48.62	   77.8	   263.47	   96.2	   402.47	   88.4	   339.82	514753.0	  22.432422	2455420.637549	28	HRF_OBJ	Bart Vandenbussche	2010-08-12T03:13:10.871000	/STER/mercator/hermes/20100811/reduced/00296260_HRF_OBJ_ext_CosmicsRemoved_log_merged_c.fits	11.1
296262	LHS   146	HD 10700	HIP 8102	3.5	0.7199999999999998	G8V	PM*	01:44:04.10	-15:56:14.89	-1721.05	854.16	A	1.749	26.0	0.34194	   21.3	    17.45	   59.7	   137.09	  103.0	   408.39	  117.4	   530.13	  103.5	   411.95	976486.0	  22.854005	2455420.642138	28	HRF_OBJ	Bart Vandenbussche	2010-08-12T03:20:43.379000	/STER/mercator/hermes/20100811/reduced/00296262_HRF_OBJ_ext_CosmicsRemoved_log_merged_c.fits	-16.68
296263	NSV   123	HD 1522	HIP 1562	3.55	1.2199999999999998	K1+IIICN0.5	*	00:19:25.70	-08:49:26.11	-15.15	-37.11	A	1.290	26.0	0.20546	    8.8	     3.00	   33.0	    41.90	   78.1	   234.34	   95.9	   354.06	   86.2	   285.83	511770.0	  19.126201	2455420.645877	28	HRF_OBJ	Bart Vandenbussche	2010-08-12T03:23:54.129000	/STER/mercator/hermes/20100811/reduced/00296263_HRF_OBJ_ext_CosmicsRemoved_log_merged_c.fits	19.35
296264	* ups Per	HD 9927	HIP 7607	3.57	1.2799999999999998	K3-IIICN0.5	PM*	01:37:59.60	 48:37:41.59	61.95	-112.15	A	1.159	26.0	0.01941	    2.0	     0.16	   10.1	     3.94	   23.8	    21.73	   29.9	    34.49	   27.3	    28.73	51870.0	  23.892106	2455420.645698	28	HRF_OBJ	Bart Vandenbussche	2010-08-12T03:29:00.593000	/STER/mercator/hermes/20100811/reduced/00296264_HRF_OBJ_ext_CosmicsRemoved_log_merged_c.fits	16.21
296265	LTT   768	HD 8512	HIP 6537	3.59	1.0600000000000005	K0IIIb	HB*	01:24:01.40	-08:10:59.70	-77.94	-206.53	A	1.394	27.0	0.02820	    4.5	     0.75	   13.2	     6.46	   28.9	    31.00	   34.3	    43.55	   30.3	    33.98	73282.0	  23.746040	2455420.651637	28	HRF_OBJ	Bart Vandenbussche	2010-08-12T03:33:58.309000	/STER/mercator/hermes/20100811/reduced/00296265_HRF_OBJ_ext_CosmicsRemoved_log_merged_c.fits	17.2
296266	pi And	HD 3369	HIP 2912	4.36	-0.16000000000000014	B5V	SB*	00:36:54.00	 33:43:01.02	14.75	-3.51	A	1.007	66.0	0.10860	   33.6	    17.08	   57.9	    50.74	   62.3	    58.74	   58.4	    51.67	   42.0	    26.67	502143.0	  23.310334	2455420.673806	28	HRF_OBJ	Bart Vandenbussche	2010-08-12T04:06:57.183000	/STER/mercator/hermes/20100811/reduced/00296266_HRF_OBJ_ext_CosmicsRemoved_log_merged_c.fits	8.2
296267	NSV   227	HD 3369	HIP 2912	4.36	-0.16000000000000014	B5V	SB*	00:36:52.80	 33:43:09.59	14.75	-3.51	A	1.006	61.007	0.09360	   30.2	    14.96	   52.0	    44.26	   55.6	    50.63	   51.9	    44.22	   37.2	    22.71	390582.0	  23.302383	2455420.676579	28	HRF_OBJ	Bart Vandenbussche	2010-08-12T04:10:56.760500	/STER/mercator/hermes/20100811/reduced/00296267_HRF_OBJ_ext_CosmicsRemoved_log_merged_c.fits	8.2
297026	HIP   2166	HD 2344	HIP 2166	7.18	0.9100000000000001	G8III	*	00:27:20.30	 02:48:50.80	-9.408	-4.531	A	1.116	1300.0	1.08731	   44.6	     1.53	  123.2	    11.68	  238.6	    43.80	  275.1	    58.23	  245.4	    46.32	4490379.0	  18.770952	2455428.682789	28	HRF_OBJ	Patricia Lampens	2010-08-20T04:16:50.816000	/STER/mercator/hermes/20100819/reduced/00297026_HRF_OBJ_ext_CosmicsRemoved_log_merged_c.fits	6.47
297027	CCDM J00339+0319AB	HD 3070	HIP 2677	7.49	0.9199999999999999	G6III	*	00:33:54.20	 03:19:11.50	-9.509	-14.157	A	1.122	1850.0	1.04500	   44.0	     1.04	  125.7	     8.55	  242.0	    31.64	  281.9	    42.95	  249.2	    33.58	4633186.0	  19.389818	2455428.702294	28	HRF_OBJ	Patricia Lampens	2010-08-20T04:45:05.857000	/STER/mercator/hermes/20100819/reduced/00297027_HRF_OBJ_ext_CosmicsRemoved_log_merged_c.fits	1.27
297163	*   3 Per	HD 11949	HIP 9222	5.702	1.0040000000000004	K0IV	*	01:58:33.50	 49:12:15.70	6.752	41.804	A	1.073	360.0	0.96390	   35.3	     3.47	  119.8	    39.90	  233.5	   151.48	  275.5	   210.81	  246.0	   168.06	4160060.0	  23.739332	2455429.701408	28	HRF_OBJ	Patricia Lampens	2010-08-21T04:48:39.857000	/STER/mercator/hermes/20100820/reduced/00297163_HRF_OBJ_ext_CosmicsRemoved_log_merged_c.fits	-0.44
297268	CCDM J00150+0849A	HD 1061	HIP 1196	6.01	0.3100000000000005	F0	SB*	00:14:58.80	 08:49:15.49	99.803	-24.694	A	1.064	660.0	0.82299	   99.0	    14.86	  197.3	    58.98	  253.5	    97.39	  261.4	   103.54	  207.9	    65.47	6188884.0	  17.769791	2455430.648187	28	HRF_OBJ	Patricia Lampens	2010-08-22T03:26:51.021000	/STER/mercator/hermes/20100821/reduced/00297268_HRF_OBJ_ext_CosmicsRemoved_log_merged_c.fits	0.9
297269	HIP   1197	HD 1061B	HIP 1197	7.54	0.3799999999999999	A7	PM*	00:14:59.30	 08:49:05.81	100.761	-22.897	A	1.065	660.0	0.79060	   43.1	     2.82	   87.5	    11.60	  122.8	    22.86	  129.8	    25.53	  105.6	    16.89	1465329.0	  17.743215	2455430.657417	28	HRF_OBJ	Patricia Lampens	2010-08-22T03:40:08.415000	/STER/mercator/hermes/20100821/reduced/00297269_HRF_OBJ_ext_CosmicsRemoved_log_merged_c.fits	8.8
297274	*  13 Cas	HD 2729	HIP 2474	6.165	-0.10299999999999976	B6V	*	00:31:25.20	 66:31:10.60	18.883	-4.013	A	1.288	800.0	0.80794	  139.0	    24.14	  240.4	    72.23	  257.5	    82.89	  243.4	    74.08	  175.5	    38.52	7602243.0	  16.357284	2455430.702988	28	HRF_OBJ	Patricia Lampens	2010-08-22T04:51:16.402000	/STER/mercator/hermes/20100821/reduced/00297274_HRF_OBJ_ext_CosmicsRemoved_log_merged_c.fits	-9.5
297275	HIP   2968	HD 3366	HIP 2968	6.971	-0.03699999999999992	B3	*	00:37:45.70	 72:53:41.50	8.033	-0.988	A	1.420	1500.0	0.81706	  120.8	     9.72	  214.2	    30.58	  244.7	    39.90	  235.7	    37.02	  174.4	    20.29	6643217.0	  15.048020	2455430.717755	28	HRF_OBJ	Patricia Lampens	2010-08-22T05:13:19.639000	/STER/mercator/hermes/20100821/reduced/00297275_HRF_OBJ_ext_CosmicsRemoved_log_merged_c.fits	-15.1
297360	HIP  79953	HD 147352	HIP 79953	5.91	1.37	K6III	*	16:19:11.20	 49:02:17.41	-22.032	32.718	A	1.127	330.0	1.02448	   18.6	     1.05	   89.2	    24.10	  209.4	   132.93	  270.7	   222.05	  257.7	   201.25	3181175.0	 -10.421909	2455431.378559	28	HRF_OBJ	Patricia Lampens	2010-08-22T21:06:06.098000	/STER/mercator/hermes/20100822/reduced/00297360_HRF_OBJ_ext_CosmicsRemoved_log_merged_c.fits	-32.37
297380	HIP   1197	HD 1061B	HIP 1197	7.54	0.3799999999999999	A7	PM*	00:14:59.20	 08:49:05.81	100.761	-22.897	A	1.064	900.0	0.67854	   45.7	     2.32	   93.3	     9.68	  132.9	    19.62	  142.3	    22.50	  117.4	    15.31	1782574.0	  17.377799	2455431.645778	28	HRF_OBJ	Patricia Lampens	2010-08-23T03:23:17.826000	/STER/mercator/hermes/20100822/reduced/00297380_HRF_OBJ_ext_CosmicsRemoved_log_merged_c.fits	8.8
297387	V* V465 Cas	HD 7733	HIP 6093	6.52	1.5300000000000011	M5	LP*	01:18:13.90	 57:48:11.41	-5.89	-1.404	A	1.150	400.0	0.91902	   14.7	     0.54	   65.8	    10.83	  164.9	    67.99	  303.4	   230.17	  468.6	   548.93	2768895.0	  20.055269	2455431.707308	28	HRF_OBJ	Patricia Lampens	2010-08-23T04:56:59.912000	/STER/mercator/hermes/20100822/reduced/00297387_HRF_OBJ_ext_CosmicsRemoved_log_merged_c.fits	-16.16
297484	CCDM J01436+5253AB	HD 10497	HIP 8066	6.74	0.4299999999999997	A9IIIa	*	01:43:38.80	 52:53:08.81	3.901	-4.113	A	1.235	594.0	0.87748	   63.4	     6.76	  122.3	    25.16	  177.5	    53.01	  191.8	    61.91	  162.3	    44.36	3009044.0	  22.236376	2455432.603409	28	HRF_OBJ	Kristof Smolders	2010-08-24T02:27:14.488000	/STER/mercator/hermes/20100823/reduced/00297484_HRF_OBJ_ext_CosmicsRemoved_log_merged_c.fits	8.0
297486	* 109 Psc	HD 10697	HIP 8159	6.279	0.7050000000000001	G3Va	PM*	01:44:55.80	 20:04:59.30	-42.979	-104.889	A	1.069	328.0	0.92651	   38.5	     4.51	  109.4	    36.46	  167.5	    85.58	  187.8	   107.56	  162.1	    80.15	2389494.0	  25.362833	2455432.647296	28	HRF_OBJ	Kristof Smolders	2010-08-24T03:28:04.587000	/STER/mercator/hermes/20100823/reduced/00297486_HRF_OBJ_ext_CosmicsRemoved_log_merged_c.fits	-46.73
297487	V* VY Psc	HD 10845	HIP 8271	6.55	0.25	A9III	dS*	01:46:35.30	 17:24:45.68	48.949	2.819	A	1.071	498.0	0.85583	   71.4	    10.23	  134.4	    36.30	  175.1	    61.59	  180.3	    65.29	  143.9	    41.60	3146404.0	  25.346868	2455432.653755	28	HRF_OBJ	Kristof Smolders	2010-08-24T03:37:16.567000	/STER/mercator/hermes/20100823/reduced/00297487_HRF_OBJ_ext_CosmicsRemoved_log_merged_c.fits	-1.0
297488	HIP   9295	HD 12140	HIP 9295	6.076	0.2010000000000005	A6V	*	01:59:25.90	 12:17:41.60	4.167	-39.589	A	1.100	450.0	0.85095	   90.2	    18.10	  170.7	    64.77	  206.5	    94.76	  207.6	    95.78	  161.3	    57.83	4402689.0	  25.775314	2455432.660892	28	HRF_OBJ	Kristof Smolders	2010-08-24T03:47:40.309000	/STER/mercator/hermes/20100823/reduced/00297488_HRF_OBJ_ext_CosmicsRemoved_log_merged_c.fits	-12.0
297612	LHS   121	HD 4628	HIP 3765	5.74	0.8999999999999995	K2.5V	PM*	00:48:23.00	 05:16:50.20	755.561	-1141.745	A	1.253	200.0	0.83777	   25.9	     3.35	   87.5	    38.32	  159.5	   127.13	  188.5	   177.64	  172.5	   148.76	2111299.0	  19.452025	2455433.579584	28	HRF_OBJ	Kristof Smolders	2010-08-25T01:48:20.450000	/STER/mercator/hermes/20100824/reduced/00297612_HRF_OBJ_ext_CosmicsRemoved_log_merged_c.fits	-10.14
297613	NSV   302	HD 4636	HIP 3801	4.891	-0.10200000000000031	B9III	V*	00:48:50.00	 50:58:05.41	32.113	-8.37	A	1.166	115.0	0.77568	   94.6	    77.83	  159.7	   221.89	  172.0	   257.28	  163.5	   232.36	  120.7	   126.77	3603444.0	  19.774143	2455433.581780	28	HRF_OBJ	Kristof Smolders	2010-08-25T01:54:56.851000	/STER/mercator/hermes/20100824/reduced/00297613_HRF_OBJ_ext_CosmicsRemoved_log_merged_c.fits	9.0
297614	HD   4676	HD 4676	HIP 3810	90.0	90.0	F8V	SB*	00:48:58.70	 16:56:26.30	-2.416	-200.672	A	1.128	128.0	0.0	   52.4	    21.44	  118.7	   110.12	  176.5	   243.41	  191.3	   286.05	  162.4	   206.12	2791027.0	  20.821935	2455433.588111	28	HRF_OBJ	Kristof Smolders	2010-08-25T02:01:11.951000	/STER/mercator/hermes/20100824/reduced/00297614_HRF_OBJ_ext_CosmicsRemoved_log_merged_c.fits	3.76
297615	HD   4747	HD 4747	HIP 3850	7.155	0.7719999999999994	G8/K0V	SB*	00:49:26.80	-23:12:44.89	518.372	123.849	A	1.848	900.0	0.71516	   31.2	     1.08	   87.7	     8.56	  162.9	    29.48	  187.7	    39.16	  168.2	    31.44	2310016.0	  13.025504	2455433.598845	28	HRF_OBJ	Kristof Smolders	2010-08-25T02:15:49.259000	/STER/mercator/hermes/20100824/reduced/00297615_HRF_OBJ_ext_CosmicsRemoved_log_merged_c.fits	9.63
297617	HD   5015	HD 5015	HIP 4151	4.8	0.54	F9V	PM*	00:53:04.20	 61:07:26.29	-68.016	169.274	A	1.216	150.0	0.89722	   62.7	    26.20	  140.0	   130.61	  220.3	   323.61	  241.3	   388.33	  206.4	   284.08	4388189.0	  18.213443	2455433.612608	28	HRF_OBJ	Kristof Smolders	2010-08-25T02:40:29.044000	/STER/mercator/hermes/20100824/reduced/00297617_HRF_OBJ_ext_CosmicsRemoved_log_merged_c.fits	20.81
297618	CCDM J00532-2447AB	HD 5156	HIP 4164	90.0	90.0	F4IV+G0V	**	00:53:12.40	-24:46:37.09	106.18	39.51	A	1.781	522.0	0.0	   53.7	     5.53	  111.7	    23.91	  163.3	    51.10	  176.3	    59.52	  148.9	    42.45	2585444.0	  12.806990	2455433.622409	28	HRF_OBJ	Kristof Smolders	2010-08-25T02:49:51.644000	/STER/mercator/hermes/20100824/reduced/00297618_HRF_OBJ_ext_CosmicsRemoved_log_merged_c.fits	-6.0
297622	HIP   8044	HD 10486	HIP 8044	6.32	1.04	K2IV	PM*	01:43:16.50	 45:19:21.50	139.476	5.363	A	1.057	339.0	0.85716	   24.2	     1.72	   80.3	    19.04	  160.8	    76.24	  195.7	   113.00	  175.0	    90.37	2143862.0	  23.389698	2455433.668276	28	HRF_OBJ	Kristof Smolders	2010-08-25T03:59:53.471000	/STER/mercator/hermes/20100824/reduced/00297622_HRF_OBJ_ext_CosmicsRemoved_log_merged_c.fits	9.3
297623	V* V987 Cas	HD 10780	HIP 8362	5.63	0.8100000000000005	K0V	BY*	01:47:44.80	 63:51:09.00	582.028	-246.228	A	1.233	179.0	0.78201	   29.8	     4.96	   84.0	    39.37	  153.3	   131.32	  176.7	   174.49	  157.8	   139.11	2006948.0	  19.481818	2455433.672241	28	HRF_OBJ	Kristof Smolders	2010-08-25T04:07:16.587000	/STER/mercator/hermes/20100824/reduced/00297623_HRF_OBJ_ext_CosmicsRemoved_log_merged_c.fits	2.64
297624	HD  11013	HD 11013	 	7.59	1.5199999999999996	M6	*	01:48:50.70	 34:08:33.50	6.998	-3.773	A	1.014	264.0	0.78476	    7.7	     0.22	   31.4	     3.72	   75.6	    21.67	  135.0	    69.00	  206.0	   160.74	590670.0	  24.963505	2455433.678768	28	HRF_OBJ	Kristof Smolders	2010-08-25T04:14:15.988000	/STER/mercator/hermes/20100824/reduced/00297624_HRF_OBJ_ext_CosmicsRemoved_log_merged_c.fits	 
297628	NSV   997	HD 18326	HIP 13924	7.94	0.27000000000000046	O6.5V((f))z+O9/B0V:	**	02:59:23.20	 60:33:59.51	-0.195	-0.008	A	1.196	900.0	0.87282	   49.1	     2.68	   90.4	     9.07	  125.4	    17.46	  131.9	    19.33	  112.6	    14.10	1585811.0	  22.128177	2455433.715416	28	HRF_OBJ	Kristof Smolders	2010-08-25T05:10:15.883000	/STER/mercator/hermes/20100824/reduced/00297628_HRF_OBJ_ext_CosmicsRemoved_log_merged_c.fits	-40.0
297629	NSV  1004	HD 18482	HIP 13949	5.877	1.4489999999999998	K2	V*	02:59:39.90	 41:01:58.58	14.619	-46.756	A	1.034	229.0	0.90977	   14.5	     0.92	   63.2	    17.44	  166.9	   121.69	  218.4	   208.37	  217.6	   206.74	2083184.0	  26.891341	2455433.724570	28	HRF_OBJ	Kristof Smolders	2010-08-25T05:22:24.867000	/STER/mercator/hermes/20100824/reduced/00297629_HRF_OBJ_ext_CosmicsRemoved_log_merged_c.fits	32.8
307233	NSV   118	HD 1404	HIP 1473	4.52	0.05000000000000071	A2V	**	00:18:19.70	 36:47:06.79	-65.67	-42.0	A	1.261	81.0	1.15868	   99.8	   123.07	  172.5	   367.34	  209.3	   540.86	  185.5	   424.84	  140.8	   244.81	3879611.0	   6.185475	2455467.671305	28	HRF_OBJ	Delia Volpi	2010-09-28T03:59:52.039000	/STER/mercator/hermes/20100927/reduced/00307233_HRF_OBJ_ext_CosmicsRemoved_log_merged_c.fits	-8.2
307234	NSV   118	HD 1404	HIP 1473	4.52	0.05000000000000071	A2V	**	00:18:19.70	 36:47:06.79	-65.67	-42.0	A	1.277	150.0	1.15628	  135.8	   122.95	  234.7	   367.32	  284.5	   539.74	  252.2	   424.16	  191.2	   243.79	7135245.0	   6.178752	2455467.674888	28	HRF_OBJ	Delia Volpi	2010-09-28T04:05:01.640000	/STER/mercator/hermes/20100927/reduced/00307234_HRF_OBJ_ext_CosmicsRemoved_log_merged_c.fits	-8.2
307238	HIP    124	HD 224893	HIP 124	5.567	0.399	A8II	*	00:01:37.00	 61:13:22.12	-1.428	0.168	A	1.553	500.0	1.13076	  113.7	    25.84	  209.0	    87.40	  317.2	   201.23	  307.5	   189.09	  261.5	   136.80	7614393.0	   8.796410	2455467.699671	28	HRF_OBJ	Delia Volpi	2010-09-28T04:43:17.752000	/STER/mercator/hermes/20100927/reduced/00307238_HRF_OBJ_ext_CosmicsRemoved_log_merged_c.fits	-23.2
307337	HIP   1844	HD 1843	HIP 1844	7.78	1.79	K7V	*	00:23:19.50	 62:18:50.62	12.547	-5.524	A	1.393	1800.0	0.86927	   11.2	     0.07	   56.5	     1.77	  190.5	    20.15	  260.4	    37.66	  290.2	    46.80	2549712.0	   9.928457	2455468.680423	28	HRF_OBJ	Delia Volpi	2010-09-29T04:15:39.439000	/STER/mercator/hermes/20100928/reduced/00307337_HRF_OBJ_ext_CosmicsRemoved_log_merged_c.fits	-3.94
307340	HIP  11622	HD 15588	HIP 11622	6.77	0.1900000000000004	A5/7III	PM*	02:29:55.40	-22:40:59.52	75.343	-2.764	A	1.820	1800.0	0.73581	  104.5	     6.07	  195.4	    21.21	  279.0	    43.24	  259.9	    37.52	  205.2	    23.40	6911569.0	   7.939084	2455468.716102	28	HRF_OBJ	Delia Volpi	2010-09-29T05:04:50.114000	/STER/mercator/hermes/20100928/reduced/00307340_HRF_OBJ_ext_CosmicsRemoved_log_merged_c.fits	13.0
307451	HIP    124	HD 224893	HIP 124	5.567	0.399	A8II	*	00:01:37.00	 61:13:22.12	-1.428	0.168	A	1.587	205.0	0.98770	   67.0	    21.91	  127.3	    79.02	  189.8	   175.77	  191.1	   178.17	  160.0	   124.85	2862626.0	   8.436854	2455470.361497	28	HRF_OBJ	Delia Volpi	2010-09-30T20:36:12.898000	/STER/mercator/hermes/20100930/reduced/00307451_HRF_OBJ_ext_CosmicsRemoved_log_merged_c.fits	-23.2
307452	HIP    124	HD 224893	HIP 124	5.567	0.399	A8II	*	00:01:37.00	 61:13:22.12	-1.428	0.168	A	1.528	208.0	0.87531	   63.9	    19.60	  120.4	    69.71	  180.0	   155.77	  181.4	   158.12	  152.5	   111.74	2638117.0	   8.426871	2455470.372323	28	HRF_OBJ	Delia Volpi	2010-09-30T20:51:48.256000	/STER/mercator/hermes/20100930/reduced/00307452_HRF_OBJ_ext_CosmicsRemoved_log_merged_c.fits	-23.2
307453	V* V640 Cas	HD 123	HIP 518	90.0	90.0	G3V+G8V	**	00:06:15.80	 58:26:12.19	247.24	15.68	A	1.485	236.0	0.0	   35.7	     5.39	   88.7	    33.37	  157.6	   105.22	  168.5	   120.35	  144.6	    88.60	1921812.0	   8.262671	2455470.380304	28	HRF_OBJ	Delia Volpi	2010-09-30T21:02:57.134000	/STER/mercator/hermes/20100930/reduced/00307453_HRF_OBJ_ext_CosmicsRemoved_log_merged_c.fits	-13.79
307468	HIP   1844	HD 1843	HIP 1844	7.78	1.79	K7V	*	00:23:19.50	 62:18:50.62	12.547	-5.524	A	1.212	900.0	0.39861	    5.5	     0.03	   27.8	     0.86	   91.2	     9.24	  128.5	    18.35	  141.5	    22.23	656867.0	   9.540764	2455470.577168	28	HRF_OBJ	Delia Volpi	2010-10-01T01:46:52.841000	/STER/mercator/hermes/20100930/reduced/00307468_HRF_OBJ_ext_CosmicsRemoved_log_merged_c.fits	-3.94
307469	HIP   1844	HD 1843	HIP 1844	7.78	1.79	K7V	*	00:23:19.50	 62:18:50.62	12.547	-5.524	A	1.224	1000.0	0.70361	    8.2	     0.07	   39.3	     1.55	  127.7	    16.31	  178.8	    31.97	  194.6	    37.85	1214544.0	   9.520369	2455470.591625	28	HRF_OBJ	Delia Volpi	2010-10-01T02:07:41.855000	/STER/mercator/hermes/20100930/reduced/00307469_HRF_OBJ_ext_CosmicsRemoved_log_merged_c.fits	-3.94
307472	HIP   1844	HD 1843	HIP 1844	7.78	1.79	K7V	*	00:23:19.50	 62:18:50.62	12.547	-5.524	A	1.259	1060.0	0.55607	    7.0	     0.05	   35.7	     1.20	  116.9	    12.89	  164.3	    25.48	  180.1	    30.60	1047977.0	   9.484566	2455470.617940	28	HRF_OBJ	Delia Volpi	2010-10-01T02:45:35.462000	/STER/mercator/hermes/20100930/reduced/00307472_HRF_OBJ_ext_CosmicsRemoved_log_merged_c.fits	-3.94
307473	HIP  11622	HD 15588	HIP 11622	6.77	0.1900000000000004	A5/7III	PM*	02:29:55.30	-22:40:59.52	75.343	-2.764	A	1.603	700.0	0.62214	   62.2	     5.52	  117.2	    19.62	  160.0	    36.56	  153.5	    33.64	  118.6	    20.11	2440377.0	   7.355164	2455470.636364	28	HRF_OBJ	Delia Volpi	2010-10-01T03:09:56.425000	/STER/mercator/hermes/20100930/reduced/00307473_HRF_OBJ_ext_CosmicsRemoved_log_merged_c.fits	13.0
307477	HIP   2135	HD 2302	HIP 2135	6.646	0.484	F7IV	PM*	00:27:04.60	 25:02:31.42	102.124	-16.612	A	1.361	640.0	0.79636	   54.9	     4.71	  116.1	    21.08	  183.2	    52.46	  189.3	    55.98	  155.8	    37.92	2834749.0	   3.513537	2455470.684150	28	HRF_OBJ	Delia Volpi	2010-10-01T04:17:28.960000	/STER/mercator/hermes/20100930/reduced/00307477_HRF_OBJ_ext_CosmicsRemoved_log_merged_c.fits	-0.99
307478	HIP   1493	HD 1439	HIP 1493	5.875	-0.02400000000000002	A0IV	PM*	00:18:38.30	 31:31:01.99	55.916	-7.796	A	1.443	300.0	0.91198	   95.3	    30.24	  166.8	    92.78	  191.5	   122.21	  175.1	   102.21	  127.6	    54.24	3624087.0	   3.882787	2455470.691978	28	HRF_OBJ	Delia Volpi	2010-10-01T04:29:09.603000	/STER/mercator/hermes/20100930/reduced/00307478_HRF_OBJ_ext_CosmicsRemoved_log_merged_c.fits	-5.3
